sku_id,date,comp_price
100116,5/17/2025,103.83
100117,5/17/2025,78.25
100118,5/17/2025,52.94
100119,5/17/2025,69.56
100000,5/18/2025,24.59
100001,5/18/2025,75.14
100002,5/18/2025,22.11
100003,5/18/2025,39.37
100004,5/18/2025,91.47
100005,5/18/2025,14.77
100006,5/18/2025,90.44
100007,5/18/2025,38.45
100008,5/18/2025,26.4
100009,5/18/2025,71.48
100010,5/18/2025,69.21
100011,5/18/2025,87.94
100012,5/18/2025,80.03
100013,5/18/2025,72.5
100014,5/18/2025,33.71
100015,5/18/2025,27.43
100016,5/18/2025,70.12
100017,5/18/2025,89.26
100018,5/18/2025,89.75
100019,5/18/2025,54.77
100020,5/18/2025,43.55
100021,5/18/2025,72.54
100022,5/18/2025,46.06
100023,5/18/2025,95.49
100024,5/18/2025,85.73
100025,5/18/2025,50.89
100026,5/18/2025,81.17
100027,5/18/2025,71.79
100028,5/18/2025,26.13
100029,5/18/2025,100.31
100030,5/18/2025,58.68
100031,5/18/2025,76.72
100032,5/18/2025,43.05
100033,5/18/2025,79.1
100034,5/18/2025,41.24
100035,5/18/2025,14.56
100036,5/18/2025,88.8
100037,5/18/2025,24.29
100038,5/18/2025,43.48
100039,5/18/2025,99.18
100040,5/18/2025,91.62
100041,5/18/2025,59.69
100042,5/18/2025,64.78
100043,5/18/2025,58.27
100044,5/18/2025,34.33
100045,5/18/2025,45.81
100046,5/18/2025,71.78
100047,5/18/2025,75.76
100048,5/18/2025,84.86
100049,5/18/2025,79.79
100050,5/18/2025,24.31
100051,5/18/2025,61.32
100052,5/18/2025,19
100053,5/18/2025,56.72
100054,5/18/2025,52.43
100055,5/18/2025,97.51
100056,5/18/2025,40.47
100057,5/18/2025,25.09
100058,5/18/2025,27.36
100059,5/18/2025,82.38
100060,5/18/2025,59.64
100061,5/18/2025,24.28
100062,5/18/2025,23.86
100063,5/18/2025,66.74
100064,5/18/2025,19.26
100065,5/18/2025,92.74
100066,5/18/2025,67.17
100067,5/18/2025,23.3
100068,5/18/2025,21.61
100069,5/18/2025,90.14
100070,5/18/2025,49.98
100071,5/18/2025,44.7
100072,5/18/2025,82.3
100073,5/18/2025,89.77
100074,5/18/2025,98.64
100075,5/18/2025,70.42
100076,5/18/2025,44.53
100077,5/18/2025,24.14
100078,5/18/2025,74.13
100079,5/18/2025,63.35
100080,5/18/2025,47.55
100081,5/18/2025,96.03
100082,5/18/2025,21.58
100083,5/18/2025,62.13
100084,5/18/2025,15.39
100085,5/18/2025,49.85
100086,5/18/2025,17.19
100087,5/18/2025,22.4
100088,5/18/2025,24.49
100089,5/18/2025,65.57
100090,5/18/2025,82.9
100091,5/18/2025,61.86
100092,5/18/2025,88.28
100093,5/18/2025,47.06
100094,5/18/2025,40.34
100095,5/18/2025,79.22
100096,5/18/2025,30.33
100097,5/18/2025,83.23
100098,5/18/2025,16.58
100099,5/18/2025,98.99
100100,5/18/2025,18.08
100101,5/18/2025,96.29
100102,5/18/2025,62.93
100103,5/18/2025,99.04
100104,5/18/2025,22.7
100105,5/18/2025,55.96
100106,5/18/2025,85.51
100107,5/18/2025,54.55
100108,5/18/2025,59.2
100109,5/18/2025,72.86
100110,5/18/2025,58.15
100111,5/18/2025,58.76
100112,5/18/2025,56.94
100113,5/18/2025,88.22
100114,5/18/2025,20.43
100115,5/18/2025,36.12
100116,5/18/2025,93.56
100117,5/18/2025,78.01
100118,5/18/2025,47.66
100119,5/18/2025,74.25
100000,5/19/2025,25.13
100001,5/19/2025,62.19
100002,5/19/2025,22.9
100003,5/19/2025,42.52
100004,5/19/2025,92.62
100005,5/19/2025,16.36
100006,5/19/2025,82.45
100007,5/19/2025,37.88
100008,5/19/2025,25.46
100009,5/19/2025,65.68
100010,5/19/2025,58.7
100011,5/19/2025,83.05
100012,5/19/2025,79.51
100013,5/19/2025,75.01
100014,5/19/2025,39.69
100015,5/19/2025,32.86
100016,5/19/2025,68.83
100017,5/19/2025,85.1
100018,5/19/2025,95.32
100019,5/19/2025,53.43
100020,5/19/2025,41.69
100021,5/19/2025,82.88
100022,5/19/2025,46.59
100023,5/19/2025,102.22
100024,5/19/2025,89.8
100025,5/19/2025,50.14
100026,5/19/2025,79.17
100027,5/19/2025,84.46
100028,5/19/2025,23.6
100029,5/19/2025,78.66
100030,5/19/2025,62.74
100031,5/19/2025,87.16
100032,5/19/2025,43.01
100033,5/19/2025,82.37
100034,5/19/2025,48.79
100035,5/19/2025,15.1
100036,5/19/2025,93.14
100037,5/19/2025,19.95
100038,5/19/2025,42.75
100039,5/19/2025,105.32
100040,5/19/2025,82.58
100041,5/19/2025,69.75
100042,5/19/2025,65.39
100043,5/19/2025,56.72
100044,5/19/2025,41.74
100045,5/19/2025,42.59
100046,5/19/2025,74.66
100047,5/19/2025,84.45
100048,5/19/2025,78.25
100049,5/19/2025,76.52
100050,5/19/2025,23.13
100051,5/19/2025,59.99
100052,5/19/2025,20.7
100053,5/19/2025,64.76
100054,5/19/2025,50.37
100055,5/19/2025,95.38
100056,5/19/2025,39.45
100057,5/19/2025,24.6
100058,5/19/2025,23.12
100059,5/19/2025,74.24
100060,5/19/2025,63.61
100061,5/19/2025,22.4
100062,5/19/2025,22.68
100063,5/19/2025,70.64
100064,5/19/2025,20.38
100065,5/19/2025,77.17
100066,5/19/2025,70.78
100067,5/19/2025,19.87
100068,5/19/2025,19.28
100069,5/19/2025,98.95
100070,5/19/2025,47.61
100071,5/19/2025,46.73
100072,5/19/2025,81.22
100073,5/19/2025,90.26
100074,5/19/2025,105.31
100075,5/19/2025,77.44
100076,5/19/2025,45.56
100077,5/19/2025,18.93
100078,5/19/2025,75.82
100079,5/19/2025,59.03
100080,5/19/2025,48.49
100081,5/19/2025,91.58
100082,5/19/2025,24.04
100083,5/19/2025,56.98
100084,5/19/2025,16.63
100085,5/19/2025,57.76
100086,5/19/2025,20.37
100087,5/19/2025,27.33
100088,5/19/2025,21.36
100089,5/19/2025,63.09
100090,5/19/2025,66.8
100091,5/19/2025,65.36
100092,5/19/2025,103.99
100093,5/19/2025,42.68
100094,5/19/2025,42.5
100095,5/19/2025,76.84
100096,5/19/2025,36.85
100097,5/19/2025,90.85
100098,5/19/2025,14.03
100099,5/19/2025,94.66
100100,5/19/2025,17.07
100101,5/19/2025,83.6
100102,5/19/2025,55.47
100103,5/19/2025,104.45
100104,5/19/2025,20.95
100105,5/19/2025,57.6
100106,5/19/2025,97.64
100107,5/19/2025,61.19
100108,5/19/2025,62.89
100109,5/19/2025,70.68
100110,5/19/2025,47.23
100111,5/19/2025,61.18
100112,5/19/2025,65.98
100113,5/19/2025,82.01
100114,5/19/2025,18.51
100115,5/19/2025,39.94
100116,5/19/2025,83.97
100117,5/19/2025,89.93
100118,5/19/2025,49.12
100119,5/19/2025,73.85
100000,5/20/2025,22.36
100001,5/20/2025,76.82
100002,5/20/2025,20.79
100003,5/20/2025,36.25
100004,5/20/2025,87.53
100005,5/20/2025,18.47
100006,5/20/2025,84.26
100007,5/20/2025,41.09
100008,5/20/2025,26.82
100009,5/20/2025,67.32
100010,5/20/2025,61.82
100011,5/20/2025,89.84
100012,5/20/2025,73.82
100013,5/20/2025,88.3
100014,5/20/2025,41.89
100015,5/20/2025,28.23
100016,5/20/2025,71.65
100017,5/20/2025,87.35
100018,5/20/2025,91.13
100019,5/20/2025,52.86
100020,5/20/2025,44.57
100021,5/20/2025,82.37
100022,5/20/2025,38.42
100023,5/20/2025,94.67
100024,5/20/2025,84.71
100025,5/20/2025,51.29
100026,5/20/2025,70.31
100027,5/20/2025,81.85
100028,5/20/2025,25.33
100029,5/20/2025,82.93
100030,5/20/2025,50.64
100031,5/20/2025,72.97
100032,5/20/2025,42.64
100033,5/20/2025,91.28
100034,5/20/2025,47.44
100035,5/20/2025,14.46
100036,5/20/2025,87.15
100037,5/20/2025,22.73
100038,5/20/2025,41.05
100039,5/20/2025,105.04
100040,5/20/2025,84.7
100041,5/20/2025,65.26
100042,5/20/2025,65.35
100043,5/20/2025,50.84
100044,5/20/2025,41.09
100045,5/20/2025,43.93
100046,5/20/2025,79.22
100047,5/20/2025,69.64
100048,5/20/2025,72.08
100049,5/20/2025,84.67
100050,5/20/2025,22.63
100051,5/20/2025,52.38
100052,5/20/2025,17.3
100053,5/20/2025,53.77
100054,5/20/2025,56.39
100055,5/20/2025,81.22
100056,5/20/2025,41.73
100057,5/20/2025,22.62
100058,5/20/2025,25.49
100059,5/20/2025,69.15
100060,5/20/2025,66.18
100061,5/20/2025,20.46
100062,5/20/2025,23.26
100063,5/20/2025,67.75
100064,5/20/2025,20.86
100065,5/20/2025,90.8
100066,5/20/2025,75.98
100067,5/20/2025,21.54
100068,5/20/2025,20.68
100069,5/20/2025,92.26
100070,5/20/2025,47.62
100071,5/20/2025,51.08
100072,5/20/2025,85.39
100073,5/20/2025,94.51
100074,5/20/2025,102.04
100075,5/20/2025,76.38
100076,5/20/2025,40.64
100077,5/20/2025,21.89
100078,5/20/2025,88.31
100079,5/20/2025,55.83
100080,5/20/2025,52.21
100081,5/20/2025,82.86
100082,5/20/2025,24.06
100083,5/20/2025,49.71
100084,5/20/2025,15.37
100085,5/20/2025,56.98
100086,5/20/2025,18.54
100087,5/20/2025,25.51
100088,5/20/2025,26.21
100089,5/20/2025,75.92
100090,5/20/2025,71.25
100091,5/20/2025,61.35
100092,5/20/2025,85.95
100093,5/20/2025,51.46
100094,5/20/2025,42.5
100095,5/20/2025,87.5
100096,5/20/2025,36.07
100097,5/20/2025,94.96
100098,5/20/2025,16.12
100099,5/20/2025,85
100100,5/20/2025,19.39
100101,5/20/2025,80.03
100102,5/20/2025,63.23
100103,5/20/2025,103.92
100104,5/20/2025,21.85
100105,5/20/2025,53.33
100106,5/20/2025,90.16
100107,5/20/2025,54.45
100108,5/20/2025,64.39
100109,5/20/2025,64.64
100110,5/20/2025,58.16
100111,5/20/2025,67.55
100112,5/20/2025,59.91
100113,5/20/2025,86.95
100114,5/20/2025,18.14
100115,5/20/2025,38.89
100116,5/20/2025,93.76
100117,5/20/2025,97.91
100118,5/20/2025,52.35
100119,5/20/2025,74.35
100000,5/21/2025,24.48
100001,5/21/2025,65.91
100002,5/21/2025,22.79
100003,5/21/2025,37.02
100004,5/21/2025,91.53
100005,5/21/2025,16.05
100006,5/21/2025,90.08
100007,5/21/2025,41.57
100008,5/21/2025,26.33
100009,5/21/2025,77.75
100010,5/21/2025,63.41
100011,5/21/2025,77.96
100012,5/21/2025,73.66
100013,5/21/2025,74.42
100014,5/21/2025,39.9
100015,5/21/2025,28.17
100016,5/21/2025,86.2
100017,5/21/2025,84.44
100018,5/21/2025,104.71
100019,5/21/2025,44.22
100020,5/21/2025,49.67
100021,5/21/2025,87.54
100022,5/21/2025,42.73
100023,5/21/2025,94.26
100024,5/21/2025,91.59
100025,5/21/2025,45.99
100026,5/21/2025,76.9
100027,5/21/2025,75.16
100028,5/21/2025,21.07
100029,5/21/2025,86.39
100030,5/21/2025,50.25
100031,5/21/2025,73.01
100032,5/21/2025,37.3
100033,5/21/2025,99.39
100034,5/21/2025,47.47
100035,5/21/2025,17.38
100036,5/21/2025,88.11
100037,5/21/2025,21.12
100038,5/21/2025,41.15
100039,5/21/2025,91.92
100040,5/21/2025,83.96
100041,5/21/2025,64.39
100042,5/21/2025,62.11
100043,5/21/2025,53.38
100044,5/21/2025,40.42
100045,5/21/2025,38.13
100046,5/21/2025,62.44
100047,5/21/2025,82.52
100048,5/21/2025,79.4
100049,5/21/2025,71
100050,5/21/2025,25
100051,5/21/2025,49.3
100052,5/21/2025,20.36
100053,5/21/2025,67.63
100054,5/21/2025,47.79
100055,5/21/2025,80.1
100056,5/21/2025,39.47
100057,5/21/2025,23.1
100058,5/21/2025,23.76
100059,5/21/2025,81.57
100060,5/21/2025,58.47
100061,5/21/2025,23.07
100062,5/21/2025,24.35
100063,5/21/2025,78.57
100064,5/21/2025,21.26
100065,5/21/2025,78.63
100066,5/21/2025,75.48
100067,5/21/2025,21.51
100068,5/21/2025,21.24
100069,5/21/2025,87.26
100070,5/21/2025,50.16
100071,5/21/2025,44.75
100072,5/21/2025,75.57
100073,5/21/2025,89.97
100074,5/21/2025,94.22
100075,5/21/2025,83.54
100076,5/21/2025,48.55
100077,5/21/2025,23.04
100078,5/21/2025,69.12
100079,5/21/2025,59.59
100080,5/21/2025,49.55
100081,5/21/2025,78.68
100082,5/21/2025,22.37
100083,5/21/2025,59.15
100084,5/21/2025,14.12
100085,5/21/2025,53.95
100086,5/21/2025,17.89
100087,5/21/2025,21.41
100088,5/21/2025,22.75
100089,5/21/2025,76.77
100090,5/21/2025,82.36
100091,5/21/2025,70.4
100092,5/21/2025,94.07
100093,5/21/2025,41.12
100094,5/21/2025,38.78
100095,5/21/2025,85.6
100096,5/21/2025,36.09
100097,5/21/2025,84.71
100098,5/21/2025,15.58
100099,5/21/2025,86.48
100100,5/21/2025,17.38
100101,5/21/2025,93.87
100102,5/21/2025,57.99
100103,5/21/2025,93.83
100104,5/21/2025,20.18
100105,5/21/2025,59.9
100106,5/21/2025,101.89
100107,5/21/2025,63.8
100108,5/21/2025,74.59
100109,5/21/2025,77.6
100110,5/21/2025,49.82
100111,5/21/2025,69.85
100112,5/21/2025,62.04
100113,5/21/2025,83.69
100114,5/21/2025,20
100115,5/21/2025,33.42
100116,5/21/2025,103.01
100117,5/21/2025,87.53
100118,5/21/2025,54.23
100119,5/21/2025,68.71
100000,5/22/2025,24.73
100001,5/22/2025,73.73
100002,5/22/2025,21.12
100003,5/22/2025,36.5
100004,5/22/2025,85.04
100005,5/22/2025,15.07
100006,5/22/2025,87.12
100007,5/22/2025,38.11
100008,5/22/2025,25.54
100009,5/22/2025,63.86
100010,5/22/2025,59.64
100011,5/22/2025,92.2
100012,5/22/2025,67.25
100013,5/22/2025,72.29
100014,5/22/2025,33.24
100015,5/22/2025,32.76
100016,5/22/2025,81.51
100017,5/22/2025,78.42
100018,5/22/2025,91.66
100019,5/22/2025,46.94
100020,5/22/2025,48.66
100021,5/22/2025,82.24
100022,5/22/2025,39.41
100023,5/22/2025,84.09
100024,5/22/2025,76.94
100025,5/22/2025,52.24
100026,5/22/2025,82.06
100027,5/22/2025,72.51
100028,5/22/2025,20.33
100029,5/22/2025,79.85
100030,5/22/2025,63.28
100031,5/22/2025,78.76
100032,5/22/2025,43.99
100033,5/22/2025,91.68
100034,5/22/2025,45.46
100035,5/22/2025,14.35
100036,5/22/2025,80.96
100037,5/22/2025,22.85
100038,5/22/2025,43.98
100039,5/22/2025,96.81
100040,5/22/2025,94.13
100041,5/22/2025,54.85
100042,5/22/2025,75.04
100043,5/22/2025,55.76
100044,5/22/2025,36.85
100045,5/22/2025,47.02
100046,5/22/2025,72.19
100047,5/22/2025,78.6
100048,5/22/2025,85.33
100049,5/22/2025,86.47
100050,5/22/2025,23.07
100051,5/22/2025,50.3
100052,5/22/2025,18.59
100053,5/22/2025,66.77
100054,5/22/2025,47.6
100055,5/22/2025,85.3
100056,5/22/2025,42.95
100057,5/22/2025,23.95
100058,5/22/2025,27.24
100059,5/22/2025,86.57
100060,5/22/2025,61.48
100061,5/22/2025,20.78
100062,5/22/2025,19.92
100063,5/22/2025,79.93
100064,5/22/2025,21.42
100065,5/22/2025,78.2
100066,5/22/2025,79.08
100067,5/22/2025,23.34
100068,5/22/2025,23.58
100069,5/22/2025,106.74
100070,5/22/2025,42.74
100071,5/22/2025,48.3
100072,5/22/2025,81.16
100073,5/22/2025,101.3
100074,5/22/2025,101.98
100075,5/22/2025,82.53
100076,5/22/2025,47.64
100077,5/22/2025,19.77
100078,5/22/2025,79.95
100079,5/22/2025,68.47
100080,5/22/2025,55.37
100081,5/22/2025,79.23
100082,5/22/2025,21.79
100083,5/22/2025,50.21
100084,5/22/2025,16.47
100085,5/22/2025,57.83
100086,5/22/2025,17.88
100087,5/22/2025,24.51
100088,5/22/2025,26.49
100089,5/22/2025,72.51
100090,5/22/2025,77.28
100091,5/22/2025,64.43
100092,5/22/2025,94.56
100093,5/22/2025,43.32
100094,5/22/2025,38.95
100095,5/22/2025,90.8
100096,5/22/2025,36.33
100097,5/22/2025,97.75
100098,5/22/2025,16.68
100099,5/22/2025,86.72
100100,5/22/2025,18.02
100101,5/22/2025,77.35
100102,5/22/2025,54.56
100103,5/22/2025,102.54
100104,5/22/2025,23.35
100105,5/22/2025,54.31
100106,5/22/2025,92.56
100107,5/22/2025,62.43
100108,5/22/2025,61.72
100109,5/22/2025,73.31
100110,5/22/2025,55.42
100111,5/22/2025,68.61
100112,5/22/2025,58.01
100113,5/22/2025,86
100114,5/22/2025,19.73
100115,5/22/2025,38.44
100116,5/22/2025,81.54
100117,5/22/2025,94.32
100118,5/22/2025,46.14
100119,5/22/2025,70.18
100000,5/23/2025,20.74
100001,5/23/2025,79.6
100002,5/23/2025,19.83
100003,5/23/2025,39.24
100004,5/23/2025,77.02
100005,5/23/2025,15.73
100006,5/23/2025,90.06
100007,5/23/2025,42.82
100008,5/23/2025,23.59
100009,5/23/2025,71.41
100010,5/23/2025,70.55
100011,5/23/2025,96
100012,5/23/2025,77.35
100013,5/23/2025,78.96
100014,5/23/2025,37.14
100015,5/23/2025,30.8
100016,5/23/2025,67.04
100017,5/23/2025,83.99
100018,5/23/2025,93.13
100019,5/23/2025,52.5
100020,5/23/2025,40.71
100021,5/23/2025,80.76
100022,5/23/2025,42.66
100023,5/23/2025,95.11
100024,5/23/2025,76.2
100025,5/23/2025,51.2
100026,5/23/2025,78.06
100027,5/23/2025,78.36
100028,5/23/2025,23.79
100029,5/23/2025,93.47
100030,5/23/2025,60.92
100031,5/23/2025,78.21
100032,5/23/2025,44.57
100033,5/23/2025,88.8
100034,5/23/2025,41.79
100035,5/23/2025,13.77
100036,5/23/2025,85.85
100037,5/23/2025,23.81
100038,5/23/2025,43.27
100039,5/23/2025,100.28
100040,5/23/2025,93.82
100041,5/23/2025,61.19
100042,5/23/2025,60.94
100043,5/23/2025,49.51
100044,5/23/2025,38.26
100045,5/23/2025,37.45
100046,5/23/2025,65.32
100047,5/23/2025,78.91
100048,5/23/2025,85.07
100049,5/23/2025,90.3
100050,5/23/2025,24.64
100051,5/23/2025,57.64
100052,5/23/2025,19
100053,5/23/2025,62.27
100054,5/23/2025,54.97
100055,5/23/2025,79.56
100056,5/23/2025,42.7
100057,5/23/2025,26.45
100058,5/23/2025,25.68
100059,5/23/2025,79.17
100060,5/23/2025,67.34
100061,5/23/2025,21.15
100062,5/23/2025,20.83
100063,5/23/2025,69.63
100064,5/23/2025,18.14
100065,5/23/2025,72.64
100066,5/23/2025,79.38
100067,5/23/2025,20.12
100068,5/23/2025,21.76
100069,5/23/2025,91.41
100070,5/23/2025,50.8
100071,5/23/2025,42.54
100072,5/23/2025,80.51
100073,5/23/2025,102.03
100074,5/23/2025,104.79
100075,5/23/2025,70.86
100076,5/23/2025,49.36
100077,5/23/2025,21.32
100078,5/23/2025,78.69
100079,5/23/2025,55.18
100080,5/23/2025,44.43
100081,5/23/2025,94.98
100082,5/23/2025,23.82
100083,5/23/2025,54.55
100084,5/23/2025,16.49
100085,5/23/2025,57.11
100086,5/23/2025,17.61
100087,5/23/2025,25.16
100088,5/23/2025,22.09
100089,5/23/2025,72.84
100090,5/23/2025,79.53
100091,5/23/2025,70.35
100092,5/23/2025,83.93
100093,5/23/2025,40.5
100094,5/23/2025,36.17
100095,5/23/2025,81.32
100096,5/23/2025,31.01
100097,5/23/2025,104.29
100098,5/23/2025,14.63
100099,5/23/2025,89.45
100100,5/23/2025,19.41
100101,5/23/2025,87.34
100102,5/23/2025,62.49
100103,5/23/2025,86.11
100104,5/23/2025,20.67
100105,5/23/2025,53.29
100106,5/23/2025,84.31
100107,5/23/2025,64.02
100108,5/23/2025,60.61
100109,5/23/2025,72.89
100110,5/23/2025,51.11
100111,5/23/2025,64.02
100112,5/23/2025,69.52
100113,5/23/2025,78.36
100114,5/23/2025,19.16
100115,5/23/2025,42.41
100116,5/23/2025,94.83
100117,5/23/2025,98.3
100118,5/23/2025,46.37
100119,5/23/2025,64.64
100000,5/24/2025,21.07
100001,5/24/2025,75.45
100002,5/24/2025,23.06
100003,5/24/2025,38.49
100004,5/24/2025,87.99
100005,5/24/2025,15.27
100006,5/24/2025,83.5
100007,5/24/2025,37.63
100008,5/24/2025,27.37
100009,5/24/2025,74.38
100010,5/24/2025,64.17
100011,5/24/2025,78.71
100012,5/24/2025,68.79
100013,5/24/2025,75.5
100014,5/24/2025,35.57
100015,5/24/2025,31.96
100016,5/24/2025,78.04
100017,5/24/2025,81.98
100018,5/24/2025,87.16
100019,5/24/2025,53.33
100020,5/24/2025,48.05
100021,5/24/2025,70.22
100022,5/24/2025,45.16
100023,5/24/2025,92.78
100024,5/24/2025,76.57
100025,5/24/2025,49.64
100026,5/24/2025,76.55
100027,5/24/2025,70.55
100028,5/24/2025,25.82
100029,5/24/2025,97.45
100030,5/24/2025,58.95
100031,5/24/2025,82.32
100032,5/24/2025,40.21
100033,5/24/2025,92.28
100034,5/24/2025,47.42
100035,5/24/2025,13.78
100036,5/24/2025,89.95
100037,5/24/2025,23.93
100038,5/24/2025,40.66
