ID,Usage,store_id,sku_id,date,proposed_price
258,Private,1,100018,19/08/2025,0.0
259,Private,1,100018,20/08/2025,0.0
260,Private,1,100018,21/08/2025,0.0
261,Private,1,100018,22/08/2025,0.0
262,Private,1,100018,23/08/2025,0.0
263,Public,1,100018,24/08/2025,0.0
264,Public,1,100018,25/08/2025,0.0
265,Public,1,100018,26/08/2025,0.0
266,Public,1,100018,27/08/2025,0.0
267,Private,1,100019,14/08/2025,0.0
268,Private,1,100019,15/08/2025,0.0
269,Private,1,100019,16/08/2025,0.0
270,Private,1,100019,17/08/2025,0.0
271,Private,1,100019,18/08/2025,0.0
272,Private,1,100019,19/08/2025,0.0
273,Private,1,100019,20/08/2025,0.0
274,Private,1,100019,21/08/2025,0.0
275,Private,1,100019,22/08/2025,0.0
276,Private,1,100019,23/08/2025,0.0
277,Public,1,100019,24/08/2025,0.0
278,Public,1,100019,25/08/2025,0.0
279,Public,1,100019,26/08/2025,0.0
280,Public,1,100019,27/08/2025,0.0
281,Private,1,100020,14/08/2025,0.0
282,Private,1,100020,15/08/2025,0.0
283,Private,1,100020,16/08/2025,0.0
284,Private,1,100020,17/08/2025,0.0
285,Private,1,100020,18/08/2025,0.0
286,Private,1,100020,19/08/2025,0.0
287,Private,1,100020,20/08/2025,0.0
288,Private,1,100020,21/08/2025,0.0
289,Private,1,100020,22/08/2025,0.0
290,Private,1,100020,23/08/2025,0.0
291,Public,1,100020,24/08/2025,0.0
292,Public,1,100020,25/08/2025,0.0
293,Public,1,100020,26/08/2025,0.0
294,Public,1,100020,27/08/2025,0.0
295,Private,1,100021,14/08/2025,0.0
296,Private,1,100021,15/08/2025,0.0
297,Private,1,100021,16/08/2025,0.0
298,Private,1,100021,17/08/2025,0.0
299,Private,1,100021,18/08/2025,0.0
300,Private,1,100021,19/08/2025,0.0
301,Private,1,100021,20/08/2025,0.0
302,Private,1,100021,21/08/2025,0.0
303,Private,1,100021,22/08/2025,0.0
304,Private,1,100021,23/08/2025,0.0
305,Public,1,100021,24/08/2025,0.0
306,Public,1,100021,25/08/2025,0.0
307,Public,1,100021,26/08/2025,0.0
308,Public,1,100021,27/08/2025,0.0
309,Private,1,100022,14/08/2025,0.0
310,Private,1,100022,15/08/2025,0.0
311,Private,1,100022,16/08/2025,0.0
312,Private,1,100022,17/08/2025,0.0
313,Private,1,100022,18/08/2025,0.0
314,Private,1,100022,19/08/2025,0.0
315,Private,1,100022,20/08/2025,0.0
316,Private,1,100022,21/08/2025,0.0
317,Private,1,100022,22/08/2025,0.0
318,Private,1,100022,23/08/2025,0.0
319,Public,1,100022,24/08/2025,0.0
320,Public,1,100022,25/08/2025,0.0
321,Public,1,100022,26/08/2025,0.0
322,Public,1,100022,27/08/2025,0.0
323,Private,1,100023,14/08/2025,0.0
324,Private,1,100023,15/08/2025,0.0
325,Private,1,100023,16/08/2025,0.0
326,Private,1,100023,17/08/2025,0.0
327,Private,1,100023,18/08/2025,0.0
328,Private,1,100023,19/08/2025,0.0
329,Private,1,100023,20/08/2025,0.0
330,Private,1,100023,21/08/2025,0.0
331,Private,1,100023,22/08/2025,0.0
332,Private,1,100023,23/08/2025,0.0
333,Public,1,100023,24/08/2025,0.0
334,Public,1,100023,25/08/2025,0.0
335,Public,1,100023,26/08/2025,0.0
336,Public,1,100023,27/08/2025,0.0
337,Private,1,100024,14/08/2025,0.0
338,Private,1,100024,15/08/2025,0.0
339,Private,1,100024,16/08/2025,0.0
340,Private,1,100024,17/08/2025,0.0
341,Private,1,100024,18/08/2025,0.0
342,Private,1,100024,19/08/2025,0.0
343,Private,1,100024,20/08/2025,0.0
344,Private,1,100024,21/08/2025,0.0
345,Private,1,100024,22/08/2025,0.0
346,Private,1,100024,23/08/2025,0.0
347,Public,1,100024,24/08/2025,0.0
348,Public,1,100024,25/08/2025,0.0
349,Public,1,100024,26/08/2025,0.0
350,Public,1,100024,27/08/2025,0.0
351,Private,1,100025,14/08/2025,0.0
352,Private,1,100025,15/08/2025,0.0
353,Private,1,100025,16/08/2025,0.0
354,Private,1,100025,17/08/2025,0.0
355,Private,1,100025,18/08/2025,0.0
356,Private,1,100025,19/08/2025,0.0
357,Private,1,100025,20/08/2025,0.0
358,Private,1,100025,21/08/2025,0.0
359,Private,1,100025,22/08/2025,0.0
360,Private,1,100025,23/08/2025,0.0
361,Public,1,100025,24/08/2025,0.0
362,Public,1,100025,25/08/2025,0.0
363,Public,1,100025,26/08/2025,0.0
364,Public,1,100025,27/08/2025,0.0
365,Private,1,100026,14/08/2025,0.0
366,Private,1,100026,15/08/2025,0.0
367,Private,1,100026,16/08/2025,0.0
368,Private,1,100026,17/08/2025,0.0
369,Private,1,100026,18/08/2025,0.0
370,Private,1,100026,19/08/2025,0.0
371,Private,1,100026,20/08/2025,0.0
372,Private,1,100026,21/08/2025,0.0
373,Private,1,100026,22/08/2025,0.0
374,Private,1,100026,23/08/2025,0.0
375,Public,1,100026,24/08/2025,0.0
376,Public,1,100026,25/08/2025,0.0
377,Public,1,100026,26/08/2025,0.0
378,Public,1,100026,27/08/2025,0.0
379,Private,1,100027,14/08/2025,0.0
380,Private,1,100027,15/08/2025,0.0
381,Private,1,100027,16/08/2025,0.0
382,Private,1,100027,17/08/2025,0.0
383,Private,1,100027,18/08/2025,0.0
384,Private,1,100027,19/08/2025,0.0
385,Private,1,100027,20/08/2025,0.0
386,Private,1,100027,21/08/2025,0.0
387,Private,1,100027,22/08/2025,0.0
388,Private,1,100027,23/08/2025,0.0
389,Public,1,100027,24/08/2025,0.0
390,Public,1,100027,25/08/2025,0.0
391,Public,1,100027,26/08/2025,0.0
392,Public,1,100027,27/08/2025,0.0
393,Private,1,100028,14/08/2025,0.0
394,Private,1,100028,15/08/2025,0.0
395,Private,1,100028,16/08/2025,0.0
396,Private,1,100028,17/08/2025,0.0
397,Private,1,100028,18/08/2025,0.0
398,Private,1,100028,19/08/2025,0.0
399,Private,1,100028,20/08/2025,0.0
400,Private,1,100028,21/08/2025,0.0
401,Private,1,100028,22/08/2025,0.0
402,Private,1,100028,23/08/2025,0.0
403,Public,1,100028,24/08/2025,0.0
404,Public,1,100028,25/08/2025,0.0
405,Public,1,100028,26/08/2025,0.0
406,Public,1,100028,27/08/2025,0.0
407,Private,1,100029,14/08/2025,0.0
408,Private,1,100029,15/08/2025,0.0
409,Private,1,100029,16/08/2025,0.0
410,Private,1,100029,17/08/2025,0.0
411,Private,1,100029,18/08/2025,0.0
412,Private,1,100029,19/08/2025,0.0
413,Private,1,100029,20/08/2025,0.0
414,Private,1,100029,21/08/2025,0.0
415,Private,1,100029,22/08/2025,0.0
416,Private,1,100029,23/08/2025,0.0
417,Public,1,100029,24/08/2025,0.0
418,Public,1,100029,25/08/2025,0.0
419,Public,1,100029,26/08/2025,0.0
420,Public,1,100029,27/08/2025,0.0
421,Private,1,100030,14/08/2025,0.0
422,Private,1,100030,15/08/2025,0.0
423,Private,1,100030,16/08/2025,0.0
424,Private,1,100030,17/08/2025,0.0
425,Private,1,100030,18/08/2025,0.0
426,Private,1,100030,19/08/2025,0.0
427,Private,1,100030,20/08/2025,0.0
428,Private,1,100030,21/08/2025,0.0
429,Private,1,100030,22/08/2025,0.0
430,Private,1,100030,23/08/2025,0.0
431,Public,1,100030,24/08/2025,0.0
432,Public,1,100030,25/08/2025,0.0
433,Public,1,100030,26/08/2025,0.0
434,Public,1,100030,27/08/2025,0.0
435,Private,1,100031,14/08/2025,0.0
436,Private,1,100031,15/08/2025,0.0
437,Private,1,100031,16/08/2025,0.0
438,Private,1,100031,17/08/2025,0.0
439,Private,1,100031,18/08/2025,0.0
440,Private,1,100031,19/08/2025,0.0
441,Private,1,100031,20/08/2025,0.0
442,Private,1,100031,21/08/2025,0.0
443,Private,1,100031,22/08/2025,0.0
444,Private,1,100031,23/08/2025,0.0
445,Public,1,100031,24/08/2025,0.0
446,Public,1,100031,25/08/2025,0.0
447,Public,1,100031,26/08/2025,0.0
448,Public,1,100031,27/08/2025,0.0
449,Private,1,100032,14/08/2025,0.0
450,Private,1,100032,15/08/2025,0.0
451,Private,1,100032,16/08/2025,0.0
452,Private,1,100032,17/08/2025,0.0
453,Private,1,100032,18/08/2025,0.0
454,Private,1,100032,19/08/2025,0.0
455,Private,1,100032,20/08/2025,0.0
456,Private,1,100032,21/08/2025,0.0
457,Private,1,100032,22/08/2025,0.0
458,Private,1,100032,23/08/2025,0.0
459,Public,1,100032,24/08/2025,0.0
460,Public,1,100032,25/08/2025,0.0
461,Public,1,100032,26/08/2025,0.0
462,Public,1,100032,27/08/2025,0.0
463,Private,1,100033,14/08/2025,0.0
464,Private,1,100033,15/08/2025,0.0
465,Private,1,100033,16/08/2025,0.0
466,Private,1,100033,17/08/2025,0.0
467,Private,1,100033,18/08/2025,0.0
468,Private,1,100033,19/08/2025,0.0
469,Private,1,100033,20/08/2025,0.0
470,Private,1,100033,21/08/2025,0.0
471,Private,1,100033,22/08/2025,0.0
472,Private,1,100033,23/08/2025,0.0
473,Public,1,100033,24/08/2025,0.0
474,Public,1,100033,25/08/2025,0.0
475,Public,1,100033,26/08/2025,0.0
476,Public,1,100033,27/08/2025,0.0
477,Private,1,100034,14/08/2025,0.0
478,Private,1,100034,15/08/2025,0.0
479,Private,1,100034,16/08/2025,0.0
480,Private,1,100034,17/08/2025,0.0
481,Private,1,100034,18/08/2025,0.0
482,Private,1,100034,19/08/2025,0.0
483,Private,1,100034,20/08/2025,0.0
484,Private,1,100034,21/08/2025,0.0
485,Private,1,100034,22/08/2025,0.0
486,Private,1,100034,23/08/2025,0.0
487,Public,1,100034,24/08/2025,0.0
488,Public,1,100034,25/08/2025,0.0
489,Public,1,100034,26/08/2025,0.0
490,Public,1,100034,27/08/2025,0.0
491,Private,1,100035,14/08/2025,0.0
492,Private,1,100035,15/08/2025,0.0
493,Private,1,100035,16/08/2025,0.0
494,Private,1,100035,17/08/2025,0.0
495,Private,1,100035,18/08/2025,0.0
496,Private,1,100035,19/08/2025,0.0
497,Private,1,100035,20/08/2025,0.0
498,Private,1,100035,21/08/2025,0.0
499,Private,1,100035,22/08/2025,0.0
500,Private,1,100035,23/08/2025,0.0
501,Public,1,100035,24/08/2025,0.0
502,Public,1,100035,25/08/2025,0.0
503,Public,1,100035,26/08/2025,0.0
504,Public,1,100035,27/08/2025,0.0
505,Private,1,100036,14/08/2025,0.0
506,Private,1,100036,15/08/2025,0.0
507,Private,1,100036,16/08/2025,0.0
508,Private,1,100036,17/08/2025,0.0
509,Private,1,100036,18/08/2025,0.0
510,Private,1,100036,19/08/2025,0.0
511,Private,1,100036,20/08/2025,0.0
512,Private,1,100036,21/08/2025,0.0
513,Private,1,100036,22/08/2025,0.0
514,Private,1,100036,23/08/2025,0.0
515,Public,1,100036,24/08/2025,0.0
516,Public,1,100036,25/08/2025,0.0
517,Public,1,100036,26/08/2025,0.0
518,Public,1,100036,27/08/2025,0.0
519,Private,1,100037,14/08/2025,0.0
520,Private,1,100037,15/08/2025,0.0
521,Private,1,100037,16/08/2025,0.0
522,Private,1,100037,17/08/2025,0.0
523,Private,1,100037,18/08/2025,0.0
524,Private,1,100037,19/08/2025,0.0
525,Private,1,100037,20/08/2025,0.0
526,Private,1,100037,21/08/2025,0.0
527,Private,1,100037,22/08/2025,0.0
528,Private,1,100037,23/08/2025,0.0
529,Public,1,100037,24/08/2025,0.0
530,Public,1,100037,25/08/2025,0.0
531,Public,1,100037,26/08/2025,0.0
532,Public,1,100037,27/08/2025,0.0
533,Private,1,100038,14/08/2025,0.0
534,Private,1,100038,15/08/2025,0.0
535,Private,1,100038,16/08/2025,0.0
536,Private,1,100038,17/08/2025,0.0
537,Private,1,100038,18/08/2025,0.0
538,Private,1,100038,19/08/2025,0.0
539,Private,1,100038,20/08/2025,0.0
540,Private,1,100038,21/08/2025,0.0
541,Private,1,100038,22/08/2025,0.0
542,Private,1,100038,23/08/2025,0.0
543,Public,1,100038,24/08/2025,0.0
544,Public,1,100038,25/08/2025,0.0
545,Public,1,100038,26/08/2025,0.0
546,Public,1,100038,27/08/2025,0.0
547,Private,1,100039,14/08/2025,0.0
548,Private,1,100039,15/08/2025,0.0
549,Private,1,100039,16/08/2025,0.0
550,Private,1,100039,17/08/2025,0.0
551,Private,1,100039,18/08/2025,0.0
552,Private,1,100039,19/08/2025,0.0
553,Private,1,100039,20/08/2025,0.0
554,Private,1,100039,21/08/2025,0.0
555,Private,1,100039,22/08/2025,0.0
556,Private,1,100039,23/08/2025,0.0
557,Public,1,100039,24/08/2025,0.0
558,Public,1,100039,25/08/2025,0.0
559,Public,1,100039,26/08/2025,0.0
560,Public,1,100039,27/08/2025,0.0
561,Private,1,100040,14/08/2025,0.0
562,Private,1,100040,15/08/2025,0.0
563,Private,1,100040,16/08/2025,0.0
564,Private,1,100040,17/08/2025,0.0
565,Private,1,100040,18/08/2025,0.0
566,Private,1,100040,19/08/2025,0.0
567,Private,1,100040,20/08/2025,0.0
568,Private,1,100040,21/08/2025,0.0
569,Private,1,100040,22/08/2025,0.0
570,Private,1,100040,23/08/2025,0.0
571,Public,1,100040,24/08/2025,0.0
572,Public,1,100040,25/08/2025,0.0
573,Public,1,100040,26/08/2025,0.0
574,Public,1,100040,27/08/2025,0.0
575,Private,1,100041,14/08/2025,0.0
576,Private,1,100041,15/08/2025,0.0
577,Private,1,100041,16/08/2025,0.0
578,Private,1,100041,17/08/2025,0.0
579,Private,1,100041,18/08/2025,0.0
580,Private,1,100041,19/08/2025,0.0
581,Private,1,100041,20/08/2025,0.0
582,Private,1,100041,21/08/2025,0.0
583,Private,1,100041,22/08/2025,0.0
584,Private,1,100041,23/08/2025,0.0
585,Public,1,100041,24/08/2025,0.0
586,Public,1,100041,25/08/2025,0.0
587,Public,1,100041,26/08/2025,0.0
588,Public,1,100041,27/08/2025,0.0
589,Private,1,100042,14/08/2025,0.0
590,Private,1,100042,15/08/2025,0.0
591,Private,1,100042,16/08/2025,0.0
592,Private,1,100042,17/08/2025,0.0
593,Private,1,100042,18/08/2025,0.0
594,Private,1,100042,19/08/2025,0.0
595,Private,1,100042,20/08/2025,0.0
596,Private,1,100042,21/08/2025,0.0
597,Private,1,100042,22/08/2025,0.0
598,Private,1,100042,23/08/2025,0.0
599,Public,1,100042,24/08/2025,0.0
600,Public,1,100042,25/08/2025,0.0
601,Public,1,100042,26/08/2025,0.0
602,Public,1,100042,27/08/2025,0.0
603,Private,1,100043,14/08/2025,0.0
604,Private,1,100043,15/08/2025,0.0
605,Private,1,100043,16/08/2025,0.0
606,Private,1,100043,17/08/2025,0.0
607,Private,1,100043,18/08/2025,0.0
608,Private,1,100043,19/08/2025,0.0
609,Private,1,100043,20/08/2025,0.0
610,Private,1,100043,21/08/2025,0.0
611,Private,1,100043,22/08/2025,0.0
612,Private,1,100043,23/08/2025,0.0
613,Public,1,100043,24/08/2025,0.0
614,Public,1,100043,25/08/2025,0.0
615,Public,1,100043,26/08/2025,0.0
616,Public,1,100043,27/08/2025,0.0
617,Private,1,100044,14/08/2025,0.0
618,Private,1,100044,15/08/2025,0.0
619,Private,1,100044,16/08/2025,0.0
620,Private,1,100044,17/08/2025,0.0
621,Private,1,100044,18/08/2025,0.0
622,Private,1,100044,19/08/2025,0.0
623,Private,1,100044,20/08/2025,0.0
624,Private,1,100044,21/08/2025,0.0
625,Private,1,100044,22/08/2025,0.0
626,Private,1,100044,23/08/2025,0.0
627,Public,1,100044,24/08/2025,0.0
628,Public,1,100044,25/08/2025,0.0
629,Public,1,100044,26/08/2025,0.0
630,Public,1,100044,27/08/2025,0.0
631,Private,1,100045,14/08/2025,0.0
632,Private,1,100045,15/08/2025,0.0
633,Private,1,100045,16/08/2025,0.0
634,Private,1,100045,17/08/2025,0.0
635,Private,1,100045,18/08/2025,0.0
636,Private,1,100045,19/08/2025,0.0
637,Private,1,100045,20/08/2025,0.0
638,Private,1,100045,21/08/2025,0.0
639,Private,1,100045,22/08/2025,0.0
640,Private,1,100045,23/08/2025,0.0
641,Public,1,100045,24/08/2025,0.0
642,Public,1,100045,25/08/2025,0.0
643,Public,1,100045,26/08/2025,0.0
644,Public,1,100045,27/08/2025,0.0
645,Private,1,100046,14/08/2025,0.0
646,Private,1,100046,15/08/2025,0.0
647,Private,1,100046,16/08/2025,0.0
648,Private,1,100046,17/08/2025,0.0
649,Private,1,100046,18/08/2025,0.0
650,Private,1,100046,19/08/2025,0.0
651,Private,1,100046,20/08/2025,0.0
652,Private,1,100046,21/08/2025,0.0
653,Private,1,100046,22/08/2025,0.0
654,Private,1,100046,23/08/2025,0.0
655,Public,1,100046,24/08/2025,0.0
656,Public,1,100046,25/08/2025,0.0
657,Public,1,100046,26/08/2025,0.0
658,Public,1,100046,27/08/2025,0.0
659,Private,1,100047,14/08/2025,0.0
660,Private,1,100047,15/08/2025,0.0
661,Private,1,100047,16/08/2025,0.0
662,Private,1,100047,17/08/2025,0.0
663,Private,1,100047,18/08/2025,0.0
664,Private,1,100047,19/08/2025,0.0
